orb_phase,eclipse_flag,sun_incidence_cos,solar_irradiance_Wm2,panel_temp_C,mppt_eff,P_panel_pred,SoC,battery_temp_C,P_base_pred,payload_flag,P_payload_pred,P_net_current,P_future_720s,P_panel_pred_rolling_mean,P_panel_pred_rolling_std,panel_temp_C_rolling_mean,irradiance_x_mppt
0.0,0,0.16401067541771808,223.2185292435143,27.281258735268956,0.8645760605535566,5.67198814565515,0.863847483423208,19.261395971512766,5.7361504116912325,1,7.321474374460234,-7.385636640496316,-5.0,5.67198814565515,0.0,27.281258735268956,192.98939665591647
0.0006283185307179586,0,0.34775467708443264,473.2941155119128,32.860343796286685,0.878487192671414,12.219921200410292,0.8146099058198992,23.28701694886152,5.502984269509644,1,7.449967031149779,-0.7330301002491293,7.35648712903397,8.945954673032722,4.630087865772905,30.07080126577782,415.78281884396023
0.0012566370614359172,0,0.5428973915386683,738.8833498841276,36.107814184085164,0.8954034878065986,19.444488716193128,0.809723038484905,24.918641390415587,4.249166451686563,0,0.0,15.195322264506565,21.313722640389425,12.445466020752855,6.889019947775935,32.0831389052136,661.5987285684712
0.0018849555921538759,0,0.3912053657920759,532.4305028430152,29.34423286564497,0.8856451502866916,13.858765399195327,0.9110251869149488,23.533936019043043,3.6726475927394837,0,0.0,10.186117806455844,15.018242821474354,12.798790865363475,5.669075557547247,31.398412395321444,471.544492707621
0.0025132741228718345,0,0.7334859927921545,998.2744361901223,41.26943844603544,0.9103330485223871,26.708661594678066,0.9789326389579878,23.486513455332833,5.339480691477051,1,7.885488426945175,13.48369247625584,18.345497293813473,15.580765011226394,7.924690151616862,33.37261760546424,908.7622107589211
0.0031415926535897933,0,0.5588683795739559,760.619864600154,39.28501378477398,0.8944588269295763,19.995390208070148,1.0,12.040024231695561,4.651812644957284,0,0.0,15.343577563112865,21.338577683915688,18.445445423709394,5.733147986166548,35.77336861536524,680.3431518295869
0.0037699111843077517,0,0.10257463664529387,139.60408047424497,24.245886014699057,0.8608607548527701,3.5320991652486518,1.0,19.75367643475486,4.270333809815679,0,0.0,-0.7382346445670276,2.102320209838818,16.707881016677064,8.660702017620673,34.05047705904772,120.17967409758539
0.0043982297150257105,1,0.062302040127462655,84.79307661347667,21.265309312566703,0.859217956562693,2.1412412643202146,0.9950784357028865,15.551825728382578,3.1648314244042393,1,7.000480233647342,-8.024070393731368,-5.0,13.247231526302482,10.545716372653617,31.081976084744024,72.8557340184953
0.005026548245743669,0,0.5599612738430096,762.1072937003361,37.09461527423022,0.8963204351649168,20.0761893058587,0.9415846330780107,13.198781891970338,3.5834692405784887,0,0.0,16.492720065280214,22.46818055966078,14.490716307635157,10.992929021876455,32.63205256646108,683.0923411318423
0.005654866776461627,0,0.5726837872670342,779.4226344704335,37.62230509146493,0.8971705346535315,20.551800784390974,1.0,24.490377807818188,3.4169447526001027,0,0.0,17.13485603179087,21.794642968755923,13.259344145577739,9.529626499892336,31.902625895546976,699.2750216889029
